AncientComponent1,AncientComponent2,AncientComponent3,AncientComponent4,AncientComponent5,ModernComponent1,ModernComponent2,ModernComponent3,DateBP,Sample ID,Country
0.022732,0.151079,0.139811,0.009953,1.00E-05,0.049544,0.327476,0.299395,10,HG03998,STU
0.022905,0.151732,0.140412,0.006375,1.00E-05,0.058301,0.326198,0.294067,10,HG04107,STU
0.03589,0.144241,0.136837,0.010473,1.00E-05,0.056852,0.328723,0.286973,10,HG03951,STU
0.030674,0.144603,0.132635,0.0092,1.00E-05,0.051373,0.329465,0.302041,10,HG03899,STU
0.038691,0.150627,0.115214,0.020728,1.00E-05,0.04999,0.349281,0.275459,10,HG03229,PJL
0.017534,0.149403,0.121426,0.018092,1.00E-05,0.04779,0.350717,0.29503,10,HG02792,PJL
0.021466,0.14652,0.142169,0.011801,1.00E-05,0.048448,0.315988,0.313598,10,HG03786,ITU
0.020612,0.14197,0.143722,0.012967,1.00E-05,0.056805,0.328566,0.295348,10,HG03733,STU
0.024434,0.176656,0.15107,0.01761,1.00E-05,0.035638,0.400086,0.194495,10,HG02691,PJL
0.032692,0.149238,0.119308,0.004906,1.00E-05,0.048059,0.354285,0.291501,10,HG02727,PJL
0.034614,0.146865,0.134236,0.013906,1.00E-05,0.051253,0.323865,0.295251,10,HG04209,ITU
0.031031,0.152339,0.129985,0.012345,0.007104,0.050311,0.323407,0.293478,10,HG02725,PJL
0.036467,0.140766,0.130478,0.006119,1.00E-05,0.053422,0.347365,0.285373,10,HG03969,ITU
0.03199,0.15037,0.128852,1.00E-05,1.00E-05,0.050615,0.337183,0.300971,10,HG03643,STU
0.017183,0.140566,0.148737,0.008129,1.00E-05,0.054105,0.336965,0.294305,10,HG03884,STU
0.022987,0.147365,0.139798,0.016606,1.00E-05,0.052651,0.322551,0.298032,10,HG03949,STU
0.036426,0.136505,0.132607,0.011872,1.00E-05,0.054198,0.332321,0.296061,10,HG04202,ITU
0.020136,0.145483,0.138415,0.014367,1.00E-05,0.05261,0.325987,0.302991,10,HG03646,STU
0.015411,0.148378,0.150355,0.004227,1.00E-05,0.048125,0.335667,0.297826,10,HG04106,STU
0.03642,0.139706,0.124151,0.018948,0.004573,0.045841,0.336708,0.293652,10,HG02787,PJL
0.030486,0.140389,0.132008,0.006479,1.00E-05,0.048858,0.335441,0.30633,10,HG03784,ITU
0.010843,0.150002,0.147073,0.020797,1.00E-05,0.053715,0.316126,0.301434,10,HG03717,ITU
0.036108,0.155875,0.132544,0.007773,1.00E-05,0.055347,0.326116,0.286227,10,HG03679,STU
0.173977,0.043611,0.017001,0.015176,1.00E-05,0.01121,0.720723,0.018293,10,NA20518,TSI
0.018623,0.146487,0.129802,0.013894,1.00E-05,0.049001,0.334254,0.307929,10,HG04001,ITU
0.03485,0.153227,0.140635,0.007843,0.004481,0.047271,0.320768,0.290926,10,HG03727,ITU
0.042293,0.141534,0.126948,0.012277,1.00E-05,0.048696,0.343848,0.284394,10,HG03945,STU
0.030017,0.148831,0.118864,0.010592,0.000843,0.052274,0.338003,0.300577,10,HG02786,PJL
0.167149,0.055691,1.00E-05,0.046199,0.009014,0.014441,0.685349,0.022147,10,HG02231,IBS
0.029181,0.138038,0.135317,0.004946,1.00E-05,0.055035,0.332411,0.305061,10,HG03890,STU
0.031466,0.152364,0.127289,0.006308,1.00E-05,0.052089,0.326819,0.303656,10,HG03685,STU
0.034898,0.143095,0.120578,0.017788,0.007259,0.052948,0.334399,0.289034,10,HG03016,PJL
0.0262,0.141032,0.150536,0.011627,0.001618,0.046052,0.34447,0.278464,10,HG04018,ITU
0.023671,0.140567,0.138872,1.10E-05,1.00E-05,0.049347,0.358978,0.288544,10,HG04002,ITU
0.015686,0.149558,0.148756,0.005863,1.00E-05,0.053442,0.314519,0.312166,10,HG04096,ITU
0.017606,0.141922,0.134497,0.012066,1.00E-05,0.055518,0.331643,0.306738,10,HG04100,STU
0.030304,0.141487,0.139707,0.009164,1.00E-05,0.052812,0.325371,0.301145,10,HG03681,STU
0.032344,0.150973,0.154375,0.003675,1.00E-05,0.047144,0.349082,0.262396,10,HG04214,ITU
0.030708,0.144761,0.13609,0.01196,1.00E-05,0.051686,0.32385,0.300935,10,HG04056,ITU
0.023901,0.140547,0.13203,0.005294,0.004508,0.052241,0.333299,0.30818,10,HG03995,STU
0.020965,0.140988,0.139376,0.008998,1.00E-05,0.053458,0.328626,0.307579,10,HG03960,ITU
0.021618,0.142634,0.129892,0.015391,1.00E-05,0.057926,0.327945,0.304584,10,HG03645,STU
0.027205,0.138595,0.15561,0.008126,1.00E-05,0.047981,0.332264,0.290209,10,HG03973,ITU
0.026172,0.154319,0.134344,0.013427,3.50E-05,0.05069,0.319489,0.301524,10,HG04235,ITU
0.022933,0.13272,0.116873,0.021893,0.012621,0.046197,0.36503,0.281733,10,HG03018,PJL
0.035487,0.15112,0.125747,0.015493,1.00E-05,0.054558,0.322194,0.295391,10,HG03690,STU
0.024538,0.152711,0.13434,0.022381,0.001784,0.047393,0.318919,0.297934,10,HG02724,PJL
0.02008,0.132203,0.144089,0.016284,0.010838,0.051132,0.332704,0.292668,10,HG03989,STU
0.019122,0.139069,0.130683,0.01766,1.00E-05,0.054194,0.332047,0.307215,10,HG03844,STU
0.031439,0.158158,0.139655,0.00576,1.00E-05,0.050512,0.317895,0.29657,10,HG03991,STU
0.032969,0.143014,0.141203,0.008114,1.00E-05,0.055369,0.31976,0.299561,10,HG03644,STU
0.025041,0.154636,0.146868,0.006185,1.00E-05,0.05687,0.304799,0.30559,10,HG04063,ITU
0.027807,0.144823,0.13706,0.010667,0.001307,0.04885,0.322267,0.307219,10,HG03963,ITU
0.029746,0.142237,0.138118,0.014354,1.00E-05,0.047531,0.320635,0.307369,10,HG03755,STU
0.099524,0.090406,0.015922,0.065814,0.014098,0.010079,0.677447,0.026709,10,HG00242,GBR
0.016861,0.144616,0.143416,0.00776,0.004849,0.05559,0.310541,0.316367,10,HG03785,ITU
0.025369,0.146015,0.125773,0.00546,1.00E-05,0.053514,0.333014,0.310844,10,HG04033,STU
0.028591,0.13932,0.153086,0.010548,1.00E-05,0.046791,0.343076,0.278578,10,HG03790,ITU
0.020761,0.151765,0.128638,0.011391,0.003273,0.055564,0.311642,0.316965,10,HG03722,ITU
0.018667,0.1323,0.146698,0.02229,1.00E-05,0.053445,0.33271,0.293879,10,HG03898,STU
0.024503,0.13673,0.146425,0.010692,1.00E-05,0.058707,0.322668,0.300266,10,HG03753,STU
0.023115,0.140499,0.150504,0.006764,1.00E-05,0.051492,0.352674,0.274944,10,HG03729,ITU
0.029887,0.13563,0.124443,0.021196,1.00E-05,0.04971,0.333782,0.305342,10,HG03640,PJL
0.024034,0.136701,0.156032,0.011935,1.00E-05,0.051912,0.336717,0.282658,10,HG03863,ITU
0.023056,0.133329,0.139021,0.009512,1.00E-05,0.057345,0.330195,0.307533,10,HG03990,STU
0.021613,0.136761,0.132532,0.013512,1.00E-05,0.049584,0.333591,0.312397,10,HG03741,STU
0.024074,0.142944,0.135453,0.006305,0.005173,0.052496,0.322886,0.310669,10,HG03740,STU
0.017032,0.145989,0.14888,0.008618,1.00E-05,0.045401,0.342563,0.291506,10,HG04090,ITU
0.016205,0.151883,0.152441,0.011193,1.00E-05,0.05219,0.319569,0.296509,10,HG03756,STU
0.039517,0.139104,0.136717,0.010986,1.00E-05,0.053037,0.319474,0.301154,10,HG03848,STU
0.108545,0.105583,0.013636,0.059589,0.014689,0.006796,0.67132,0.019842,10,HG00243,GBR
0.027673,0.134689,0.14203,0.01974,1.00E-05,0.057975,0.321057,0.296826,10,HG03697,STU
0.027111,0.139438,0.123859,0.009423,1.00E-05,0.05258,0.336372,0.311208,10,HG03742,ITU
0.01964,0.149673,0.143144,0.007226,1.00E-05,0.055798,0.318371,0.306138,10,HG04026,ITU
0.025655,0.135425,0.14439,0.008809,1.00E-05,0.052329,0.324377,0.309004,10,HG03950,STU
0.165323,0.063181,0.005557,0.049968,0.003241,0.021251,0.666721,0.024758,10,HG02223,IBS
0.022632,0.129812,0.141353,0.006734,0.009608,0.05263,0.332836,0.304395,10,HG03943,STU
0.035343,0.146216,0.130357,0.008771,1.00E-05,0.053401,0.318882,0.30702,10,HG04076,ITU
0.038989,0.154353,0.110867,0.01582,1.00E-05,0.044725,0.345285,0.28995,10,HG03015,PJL
0.020141,0.148922,0.125372,0.015614,1.00E-05,0.045658,0.346825,0.297458,10,HG02790,PJL
0.038331,0.135503,0.134107,0.002336,0.005509,0.051217,0.327584,0.305414,10,HG03689,STU
0.021368,0.139462,0.145438,0.011459,1.00E-05,0.05145,0.321339,0.309474,10,HG03861,ITU
0.023072,0.14586,0.12388,0.009008,0.004568,0.050724,0.330081,0.312807,10,HG04094,ITU
0.027858,0.13645,0.126282,0.00669,0.003146,0.054323,0.334019,0.311231,10,HG04039,STU
0.02011,0.133246,0.144942,0.009663,0.00308,0.054511,0.326743,0.307705,10,HG03849,STU
0.029444,0.136305,0.141733,0.012164,1.00E-05,0.053161,0.318924,0.30826,10,HG04222,ITU
0.014717,0.143132,0.154879,0.008011,1.00E-05,0.047689,0.326015,0.305549,10,HG04038,STU
0.040503,0.149226,0.125862,0.016017,1.00E-05,0.051784,0.318207,0.29839,10,HG04238,ITU
0.018703,0.129524,0.144574,0.01403,0.013981,0.055196,0.330577,0.293415,10,HG03885,STU
0.026947,0.148135,0.15238,0.016675,1.00E-05,0.0523,0.313647,0.289907,10,HG03837,STU
0.036227,0.17369,0.140255,0.011874,1.00E-05,0.042734,0.381726,0.213484,10,HG02493,PJL
0.033629,0.14922,0.144729,0.006264,0.006924,0.048462,0.311295,0.299478,10,HG03854,STU
0.025316,0.147378,0.15394,0.002211,1.00E-05,0.049759,0.348086,0.273301,10,HG03882,ITU
0.045473,0.148806,0.134252,0.008574,1.00E-05,0.049479,0.316081,0.297325,10,HG04035,STU
0.041876,0.16362,0.121999,0.012686,0.005617,0.050425,0.309014,0.294762,10,HG03779,ITU
0.033231,0.136851,0.130074,0.007814,0.000163,0.056678,0.323537,0.311652,10,HG03896,STU
0.040898,0.124863,0.132418,1.00E-05,0.003722,0.047294,0.359666,0.29113,10,HG03752,STU
0.022911,0.141976,0.122838,0.02068,1.00E-05,0.047106,0.348864,0.295615,10,HG03021,PJL
0.032871,0.138294,0.145097,0.008035,0.002311,0.049366,0.342269,0.281758,10,HG03777,ITU
0.030763,0.13791,0.150557,0.003898,0.010563,0.050727,0.341992,0.27359,10,HG04211,ITU
0.032088,0.141695,0.151359,0.014583,0.000849,0.050397,0.310981,0.298048,10,HG03886,STU
0.027564,0.134138,0.126462,0.015624,0.006225,0.043429,0.331611,0.314947,10,HG03720,ITU
0.035615,0.1401,0.145556,0.008938,0.000941,0.047564,0.340941,0.280345,10,HG03792,ITU
0.02368,0.137393,0.138248,0.017345,1.00E-05,0.054699,0.316597,0.312028,10,HG03736,STU
0.096416,0.098086,0.006721,0.069475,0.013087,0.005369,0.694574,0.016271,10,NA12827,CEU
0.027705,0.139888,0.161738,0.009043,1.00E-05,0.052821,0.330963,0.277833,10,HG03774,ITU
0.029451,0.152761,0.127915,0.014143,1.00E-05,0.057389,0.312312,0.306017,10,HG03778,ITU
0.014901,0.140481,0.14406,0.007561,0.005099,0.054502,0.319375,0.314022,10,HG04017,ITU
0.030341,0.139812,0.126136,0.008277,1.00E-05,0.049697,0.326324,0.319404,10,HG03692,STU
0.027692,0.136057,0.138517,0.003496,1.00E-05,0.054244,0.34914,0.290843,10,HG03944,STU
0.041909,0.166783,0.144985,0.006952,1.00E-05,0.029588,0.432988,0.176784,10,HG03767,PJL
0.027643,0.139177,0.119164,0.016767,0.001134,0.047213,0.351238,0.297664,10,HG02793,PJL
0.019703,0.140245,0.156161,0.0041,0.006128,0.052177,0.35039,0.271097,10,HG03780,ITU
0.006992,0.144109,0.160597,0.007331,0.003423,0.050538,0.326603,0.300407,10,HG03773,ITU
0.026505,0.128942,0.142113,0.012383,1.00E-05,0.053494,0.320803,0.31575,10,HG03744,STU
0.030737,0.143634,0.129712,0.012075,0.005216,0.050981,0.301636,0.326009,10,HG03838,STU
0.025234,0.135923,0.131964,0.01038,1.00E-05,0.058901,0.319985,0.317602,10,HG03642,STU
0.016602,0.131341,0.145968,0.010569,0.006874,0.054701,0.320775,0.31317,10,HG04023,ITU
0.027918,0.130971,0.140736,0.008501,0.004103,0.051027,0.318651,0.318093,10,HG04014,ITU
0.033186,0.136217,0.127298,0.023559,0.003995,0.060123,0.313432,0.302191,10,HG04047,STU
0.031788,0.131595,0.125276,0.018439,1.00E-05,0.056602,0.321983,0.314306,10,HG03947,STU
0.041193,0.17185,0.145706,0.005471,0.00912,0.03159,0.401876,0.193194,10,HG03237,PJL
0.040185,0.17112,0.127574,0.010251,1.00E-05,0.030838,0.417241,0.202781,10,HG03634,PJL
0.021458,0.137962,0.144782,0.015902,0.004226,0.056,0.308555,0.311113,10,HG03718,ITU
0.018534,0.136199,0.148511,0.015428,0.006171,0.055609,0.310166,0.309381,10,HG03772,ITU
0.041726,0.163511,0.122042,0.01316,0.000401,0.050915,0.314247,0.293997,10,HG03851,STU
0.023568,0.130876,0.138432,0.010092,0.000434,0.056928,0.319182,0.320488,10,HG03978,ITU
0.026792,0.143295,0.144669,0.00926,1.00E-05,0.054053,0.306075,0.315845,10,HG03846,STU
0.007716,0.131343,0.145099,0.013893,1.00E-05,0.061139,0.324394,0.316407,10,HG03787,ITU
0.022161,0.140698,0.118472,0.0062,1.00E-05,0.05873,0.330459,0.32327,10,HG03858,STU
0.021114,0.132061,0.128431,0.005463,0.017146,0.049844,0.380966,0.264974,10,HG02684,PJL
0.033471,0.153269,0.13627,0.016696,0.000999,0.056996,0.299876,0.302423,10,HG04210,STU
0.040051,0.147779,0.116574,0.006301,1.00E-05,0.057381,0.317238,0.314666,10,HG03965,ITU
0.022879,0.139051,0.121963,0.01635,1.00E-05,0.051769,0.322238,0.325741,10,HG03693,STU
0.02447,0.136973,0.122535,0.006569,0.004433,0.057419,0.322835,0.324767,10,HG03771,ITU
0.026536,0.130213,0.130054,0.018162,0.007339,0.052204,0.314607,0.320885,10,HG03686,STU
0.032572,0.137822,0.135036,0.011878,1.00E-05,0.050581,0.343472,0.288629,10,HG03986,STU
0.032203,0.142747,0.13285,0.003568,1.00E-05,0.054508,0.339323,0.294791,10,HG04042,STU
0.025066,0.139805,0.137874,0.014369,1.00E-05,0.054989,0.304522,0.323363,10,HG04054,ITU
0.025674,0.157922,0.133308,0.011923,0.014273,0.029434,0.42667,0.200796,10,HG02490,PJL
0.020846,0.133666,0.137996,0.019651,1.00E-05,0.0543,0.293548,0.339983,10,HG03757,STU
0.03042,0.123967,0.136762,0.015823,0.003712,0.055951,0.309952,0.323412,10,HG04006,STU
0.021968,0.137642,0.131196,0.019467,1.00E-05,0.050556,0.344577,0.294584,10,HG03019,PJL
0.032743,0.141758,0.133357,0.002297,1.00E-05,0.051275,0.341099,0.297462,10,HG03696,STU
0.021348,0.122698,0.135026,0.012745,0.010432,0.058754,0.313139,0.325858,10,HG03985,STU
0.037076,0.165549,0.127042,0.012605,0.003924,0.036333,0.395883,0.221589,10,HG02652,PJL
0.172205,0.020931,0.012729,0.014636,0.006803,0.007728,0.739046,0.025921,10,NA20524,TSI
0.022497,0.129016,0.133974,0.015671,1.00E-05,0.05883,0.309931,0.330072,10,HG04062,ITU
0.088597,0.089606,0.02305,0.062301,1.00E-05,0.005818,0.71258,0.018038,10,HG00234,GBR
0.050156,0.121746,0.113024,0.015307,0.005207,0.041699,0.358438,0.294422,10,HG03694,STU
0.031353,0.134101,0.138308,0.010115,1.00E-05,0.04749,0.345612,0.293011,10,HG03968,ITU
0.171416,0.028427,0.015433,0.011773,1.00E-05,0.013855,0.733937,0.025149,10,NA20504,TSI
0.036677,0.153764,0.124782,1.00E-05,0.006504,0.037722,0.434218,0.206323,10,HG02697,PJL
0.038681,0.166767,0.144225,0.013906,1.00E-05,0.036682,0.405348,0.194381,10,HG02648,PJL
0.036079,0.152121,0.148583,0.003826,0.012394,0.037663,0.41758,0.191754,10,HG02654,PJL
0.014807,0.133929,0.126235,0.011096,1.00E-05,0.059233,0.297948,0.356742,10,HG03856,STU
0.035067,0.160454,0.129956,0.004147,1.00E-05,0.033855,0.431695,0.204816,10,HG02737,PJL
0.039685,0.12674,0.112964,0.017764,0.000325,0.058138,0.315003,0.329382,10,HG03770,ITU
0.039373,0.159402,0.120511,0.001518,0.009897,0.036942,0.402165,0.230192,10,HG03631,PJL
0.038287,0.167017,0.142014,0.01506,0.009232,0.030602,0.406101,0.191687,10,HG03624,PJL
0.023343,0.135499,0.135515,0.008597,0.012787,0.056391,0.338797,0.289073,10,HG03762,PJL
0.032367,0.161309,0.142728,0.011206,1.00E-05,0.033373,0.393325,0.225682,10,HG03235,PJL
0.04451,0.158655,0.134876,0.00381,0.004757,0.033758,0.428404,0.19123,10,HG01593,PJL
0.022335,0.126176,0.125959,0.018822,1.00E-05,0.059124,0.308929,0.338647,10,HG03730,ITU
0.04913,0.160136,0.132941,0.015456,1.00E-05,0.031811,0.422674,0.187843,10,HG02655,PJL
0.023429,0.128042,0.131412,0.02006,1.00E-05,0.05644,0.282724,0.357882,10,HG03977,ITU
0.030613,0.167867,0.151699,0.002144,0.004711,0.031715,0.42354,0.187711,10,HG02597,PJL
0.027337,0.12474,0.120367,0.015519,0.004503,0.053238,0.310773,0.343524,10,HG04227,STU
0.016432,0.135675,0.151281,0.010001,1.00E-05,0.051814,0.341607,0.293181,10,HG04022,ITU
0.01791,0.122549,0.126353,0.012102,1.00E-05,0.063557,0.310988,0.34653,10,HG04061,ITU
0.02417,0.130087,0.130721,0.017501,0.014551,0.048569,0.34453,0.289872,10,HG04216,ITU
0.023039,0.131053,0.130706,0.018522,1.00E-05,0.062044,0.293483,0.341143,10,HG03684,STU
0.030963,0.127461,0.132838,0.009944,0.009486,0.052808,0.342047,0.294453,10,HG03895,STU
0.028265,0.147045,0.121504,1.30E-05,1.00E-05,0.053413,0.344814,0.304936,10,HG03698,STU
0.027066,0.129778,0.137455,0.004093,0.014631,0.05602,0.334995,0.295961,10,HG03754,STU
0.044278,0.156455,0.140445,0.013338,1.00E-05,0.034957,0.422573,0.187944,10,HG02690,PJL
0.021213,0.126255,0.140532,0.025645,1.00E-05,0.048818,0.33635,0.301177,10,HG04075,STU
0.012474,0.135072,0.143089,0.000683,0.007232,0.052116,0.344887,0.304445,10,HG04029,STU
0.031321,0.12726,0.126546,0.008603,1.00E-05,0.061329,0.288372,0.356559,10,HG03743,STU
0.030163,0.15117,0.131102,0.012333,0.0119,0.034434,0.392616,0.236282,10,HG01586,PJL
0.032111,0.136454,0.124561,0.005049,1.00E-05,0.049237,0.340548,0.312029,10,HG04229,STU
0.043804,0.169509,0.147235,0.000784,0.002138,0.040404,0.420979,0.175147,10,HG02694,PJL
0.029989,0.122635,0.128495,0.014915,1.00E-05,0.063488,0.346417,0.294051,10,HG03894,STU
0.027969,0.173889,0.14258,0.009433,1.00E-05,0.030703,0.409317,0.2061,10,HG02734,PJL
0.031862,0.121138,0.142891,0.005306,0.010795,0.048842,0.34102,0.298146,10,HG03836,STU
0.019157,0.123116,0.138799,0.010803,0.005548,0.044254,0.354789,0.303534,10,HG04070,ITU
0.028459,0.124705,0.149551,0.013738,0.016793,0.051644,0.335461,0.279649,10,HG04206,ITU
0.029081,0.120025,0.138297,0.002954,0.007486,0.057004,0.347561,0.297592,10,HG03750,STU
0.02932,0.160282,0.144819,0.007869,0.008337,0.041238,0.394649,0.213485,10,HG02733,PJL
0.039954,0.159508,0.1451,0.010993,0.006539,0.033038,0.397342,0.207527,10,HG02700,PJL
0.02908,0.124388,0.130215,0.003095,1.00E-05,0.056694,0.341714,0.314805,10,HG03691,STU
0.025156,0.115874,0.148872,0.012883,0.011878,0.04953,0.33259,0.303218,10,HG04015,ITU
0.04861,0.145924,0.138754,0.007878,0.011966,0.031559,0.440016,0.175293,10,HG03238,PJL
0.036888,0.15973,0.141163,0.001783,0.0062,0.033554,0.408755,0.211927,10,HG02604,PJL
0.166315,0.058672,1.00E-05,0.049761,0.019336,0.017432,0.661172,0.027303,10,HG02230,IBS
0.025315,0.137622,0.143085,0.013769,0.015391,0.038885,0.385769,0.240165,10,HG02731,PJL
0.036717,0.159452,0.145052,0.015934,1.00E-05,0.031022,0.405951,0.205861,10,HG02494,PJL
0.112211,0.057427,0.019749,0.070069,0.023447,0.007072,0.690469,0.019555,10,HG00139,GBR
0.037324,0.156554,0.131138,0.009596,0.005098,0.045124,0.404588,0.210577,10,HG03629,PJL
0.030757,0.151044,0.144357,0.001375,0.016272,0.037383,0.410204,0.208609,10,HG03234,PJL
0.039838,0.1427,0.134446,0.009444,0.020409,0.030194,0.419039,0.203929,10,HG02681,PJL
0.0436,0.157675,0.12894,0.011675,0.010734,0.033478,0.411376,0.202521,10,HG02682,PJL
0.055032,0.165372,0.11865,0.004695,0.012727,0.031716,0.408614,0.203195,10,HG02699,PJL
0.040661,0.152582,0.145089,0.008784,0.003469,0.036091,0.393697,0.219626,10,HG02603,PJL
0.031815,0.148036,0.138865,0.01498,1.00E-05,0.038594,0.408855,0.218844,10,HG01583,PJL
0.001984,0.035335,0.027472,0.005417,1.00E-05,0.008365,0.084667,0.83675,10,HG00560,CHS
1.00E-05,0.03368,0.019698,0.007886,1.00E-05,0.009825,0.104385,0.824506,10,NA18630,CHB
0.001405,0.035222,0.02287,0.010496,1.00E-05,0.008729,0.083301,0.837967,10,HG00565,CHS
1.00E-05,0.03791,0.024278,0.008583,1.00E-05,0.008744,0.088633,0.831832,10,HG00689,CHS
0.00165,0.030472,0.017303,0.011408,1.00E-05,0.00995,0.104889,0.824318,10,HG00449,CHS
0.002014,0.038988,0.024832,1.00E-05,0.000722,0.006612,0.102819,0.824003,10,HG00525,CHS
0.001218,0.028987,0.027276,0.005595,1.00E-05,0.007861,0.105009,0.824045,10,HG00581,CHS
1.10E-05,0.038442,0.021389,0.010621,1.00E-05,0.008205,0.086764,0.834559,10,HG00596,CHS
0.001232,0.033633,0.015696,0.003101,1.00E-05,0.00193,0.068349,0.87605,10,NA18547,CHB
1.30E-05,0.032924,0.017151,1.00E-05,1.00E-05,0.002042,0.062106,0.885744,10,NA18548,CHB
1.00E-05,0.033623,0.019991,0.001348,0.002041,0.007144,0.111163,0.82468,10,NA18621,CHB
1.00E-05,0.027809,0.025163,0.013279,1.00E-05,0.007529,0.090415,0.835784,10,HG00442,CHS
0.00248,0.033241,0.019127,0.006581,1.00E-05,0.009812,0.099389,0.82936,10,HG00452,CHS
0.001013,0.024001,0.022125,0.009063,1.00E-05,0.007923,0.105526,0.830339,10,HG00463,CHS
0.001084,0.02865,0.025829,0.006674,1.00E-05,0.00686,0.100005,0.830889,10,HG00472,CHS
0.004452,0.032809,0.020214,0.004472,0.005776,0.009061,0.095348,0.827869,10,HG00475,CHS
0.003032,0.036634,0.021461,0.006415,1.00E-05,0.007302,0.098269,0.826877,10,HG00500,CHS
0.00129,0.033038,0.022832,0.009071,1.00E-05,0.008739,0.094596,0.830425,10,HG00531,CHS
1.70E-05,0.03133,0.028105,0.003333,1.00E-05,0.008086,0.104411,0.824709,10,HG00559,CHS
0.000851,0.036407,0.013723,0.010469,0.000377,0.00836,0.095909,0.833904,10,HG00566,CHS
1.00E-05,0.029644,0.027013,0.00755,1.00E-05,0.009686,0.098912,0.827175,10,HG00583,CHS
0.004913,0.03033,0.025286,0.009515,1.00E-05,0.006735,0.096355,0.826858,10,HG00584,CHS
0.000982,0.036158,0.020386,0.004811,0.002323,0.007902,0.096815,0.830624,10,HG00614,CHS
0.002992,0.026541,0.025463,0.003849,1.00E-05,0.007136,0.09828,0.835729,10,HG00619,CHS
1.10E-05,0.036392,0.026812,0.002015,1.00E-05,0.010215,0.084946,0.8396,10,HG00626,CHS
0.001836,0.031611,0.021909,0.009653,0.000194,0.009211,0.099049,0.826537,10,HG00654,CHS
1.00E-05,0.034172,0.02462,0.006335,0.001198,0.009281,0.098693,0.825691,10,HG00684,CHS
0.001802,0.031181,0.026615,0.007631,1.00E-05,0.008583,0.097241,0.826937,10,HG00707,CHS
0.002156,0.032549,0.010305,0.003039,1.00E-05,0.002737,0.065355,0.88385,10,NA18536,CHB
1.00E-05,0.027519,0.029807,0.006055,1.00E-05,0.010255,0.100675,0.82567,10,NA18571,CHB
1.00E-05,0.04039,0.023279,0.004908,1.00E-05,0.008585,0.091026,0.831793,10,NA18572,CHB
1.00E-05,0.037449,0.01547,0.010921,1.00E-05,0.005936,0.098688,0.831516,10,NA18577,CHB
1.10E-05,0.035264,0.02211,0.011485,1.00E-05,0.006948,0.096153,0.828019,10,NA18593,CHB
0.004703,0.036478,0.019748,0.010818,1.00E-05,0.006771,0.096318,0.825154,10,NA18610,CHB
0.003849,0.035745,0.020186,0.00735,1.00E-05,0.007672,0.097449,0.827741,10,NA18612,CHB
0.001663,0.021975,0.026201,0.008511,0.001384,0.010574,0.103884,0.825808,10,NA18636,CHB
0.179282,0.025376,4.50E-05,0.010108,0.001891,0.017282,0.745826,0.02019,10,NA20517,TSI
0.002177,0.033827,0.024907,0.009427,1.00E-05,0.00492,0.100496,0.824235,10,NA18640,CHB
1.00E-05,0.036017,0.020523,0.007604,1.00E-05,0.007213,0.094641,0.833982,10,NA18644,CHB
0.001965,0.039313,0.021411,0.005106,1.00E-05,0.009168,0.089147,0.83388,10,HG00436,CHS
0.000658,0.032243,0.0182,0.003994,1.00E-05,0.007961,0.107093,0.829841,10,HG00437,CHS
0.001563,0.029583,0.031648,0.008498,1.00E-05,0.008716,0.09801,0.821973,10,HG00443,CHS
0.003016,0.035625,0.026026,0.001442,1.00E-05,0.008456,0.091868,0.833558,10,HG00446,CHS
0.000845,0.034352,0.012162,0.003025,1.00E-05,0.008616,0.109104,0.831887,10,HG00458,CHS
1.00E-05,0.037888,0.02547,0.009471,1.00E-05,0.006723,0.091994,0.828433,10,HG00524,CHS
0.001279,0.037562,0.019758,0.007133,1.00E-05,0.009271,0.085941,0.839046,10,HG00537,CHS
1.00E-05,0.039616,0.020138,0.007741,1.00E-05,0.009438,0.095192,0.827855,10,HG00589,CHS
0.003029,0.038513,0.025842,0.003613,1.00E-05,0.006859,0.092578,0.829556,10,HG00599,CHS
0.002101,0.036447,0.02347,0.004563,0.001231,0.007732,0.09229,0.832166,10,HG00607,CHS
1.00E-05,0.03368,0.026058,0.003216,1.00E-05,0.007272,0.091592,0.838161,10,HG00608,CHS
1.00E-05,0.037991,0.024023,0.005674,1.00E-05,0.006808,0.090513,0.83497,10,HG00620,CHS
0.000823,0.04147,0.015729,0.005572,1.00E-05,0.007942,0.093877,0.834577,10,HG00629,CHS
0.002933,0.036844,0.023998,0.005534,1.00E-05,0.008266,0.091211,0.831203,10,HG00631,CHS
0.002038,0.042344,0.022255,1.00E-05,1.00E-05,0.007363,0.096279,0.8297,10,HG00651,CHS
1.50E-05,0.032413,0.029632,0.009121,1.00E-05,0.007706,0.087735,0.833368,10,HG00662,CHS
1.00E-05,0.038469,0.027044,0.003672,1.00E-05,0.00756,0.092776,0.830459,10,HG00671,CHS
0.002529,0.034236,0.026432,0.009509,1.00E-05,0.007166,0.095318,0.824799,10,HG00672,CHS
0.003168,0.03123,0.020642,0.005848,1.00E-05,0.009033,0.107977,0.822092,10,HG00674,CHS
0.001431,0.034302,0.024291,0.005288,1.00E-05,0.010052,0.10065,0.823976,10,HG00690,CHS
0.00086,0.03036,0.020759,0.008022,1.00E-05,0.008694,0.10424,0.827054,10,HG00693,CHS
1.00E-05,0.034447,0.027094,0.006198,1.00E-05,0.008733,0.099247,0.82426,10,HG00705,CHS
