AncientComponent1,AncientComponent2,AncientComponent3,AncientComponent4,AncientComponent5,ModernComponent1,ModernComponent2,ModernComponent3,DateBP,Sample ID,Country
0.162426,0.046233,0.003602,0.043707,0.011459,0.017594,0.690458,0.02452,10,HG01775,IBS
0.099868,0.099806,0.016817,0.063937,0.008075,0.006152,0.68833,0.017015,10,HG00262,GBR
0.038695,0.155708,0.146872,0.009017,1.00E-05,0.054647,0.311742,0.283309,10,HG03870,ITU
0.038627,0.143313,0.105206,0.011843,1.00E-05,0.04428,0.357652,0.299069,10,HG03705,PJL
0.105052,0.095511,0.021517,0.066014,0.024216,0.005215,0.658491,0.023983,10,HG00260,GBR
0.035199,0.144178,0.12315,0.002962,1.00E-05,0.0436,0.33878,0.31212,10,HG03667,PJL
0.098772,0.095957,0.016123,0.068805,0.009876,0.008195,0.672499,0.029774,10,HG00158,GBR
0.098935,0.089105,0.021619,0.070206,0.020998,0.003059,0.676184,0.019894,10,NA12347,CEU
0.0955,0.104013,1.00E-05,0.086222,0.002677,0.005625,0.672973,0.03298,10,NA12003,CEU
0.022233,0.134068,0.118194,0.021433,1.00E-05,0.045255,0.368289,0.290517,10,HG03660,PJL
0.018682,0.145922,0.145651,0.005262,0.00937,0.049877,0.324809,0.300427,10,HG03873,ITU
0.169712,0.038096,0.026262,0.005176,1.00E-05,0.016093,0.719949,0.024701,10,NA20508,TSI
0.167795,0.057724,1.00E-05,0.066625,0.009307,0.008042,0.661202,0.029295,10,HG01521,IBS
0.09507,0.087499,0.011576,0.065185,0.013972,0.007865,0.69168,0.027153,10,NA06989,CEU
0.03338,0.146609,0.135541,0.002666,0.001241,0.050996,0.340826,0.28874,10,HG03872,ITU
0.164124,0.02107,0.016848,0.008407,0.004901,0.015056,0.739941,0.029652,10,NA20516,TSI
0.170268,0.025297,0.006749,0.003494,0.000197,0.016685,0.74642,0.03089,10,NA20520,TSI
0.09899,0.09515,0.023136,0.0556,0.010285,0.009534,0.679555,0.02775,10,NA06985,CEU
0.027676,0.151639,0.150038,0.010605,1.00E-05,0.048607,0.325301,0.286124,10,HG03871,ITU
0.104542,0.092141,0.018754,0.068729,0.013894,0.006915,0.671726,0.0233,10,NA12751,CEU
0.166779,0.054337,1.00E-05,0.060988,0.001185,0.009376,0.676298,0.031027,10,HG01515,IBS
0.094678,0.098285,0.010035,0.062151,0.002149,0.006332,0.687577,0.038793,10,NA11840,CEU
0.025591,0.140781,0.12841,0.028836,0.004634,0.047277,0.352683,0.27179,10,HG03706,PJL
0.085653,0.072789,0.011354,0.045522,0.018445,0.011714,0.685365,0.069158,10,HG00341,FIN
0.159329,0.059654,0.010745,0.049555,0.009759,0.019726,0.665984,0.025247,10,HG01786,IBS
0.102439,0.093398,0.01365,0.07566,0.014758,0.003543,0.667857,0.028693,10,NA12815,CEU
0.117104,0.110653,0.009397,0.059408,0.010825,0.005064,0.667856,0.019692,10,NA10847,CEU
0.173869,0.023782,0.005456,0.005922,0.001788,0.018868,0.754129,0.016184,10,NA20530,TSI
0.164401,0.025552,0.011728,0.006837,0.007635,0.012351,0.74459,0.026906,10,NA20503,TSI
0.103884,0.102113,0.006951,0.074349,0.003766,0.004884,0.680739,0.023314,10,NA11829,CEU
0.025271,0.143116,0.131052,0.019649,1.00E-05,0.049826,0.33384,0.297236,10,HG03874,ITU
0.099842,0.087963,0.013779,0.066195,0.009267,0.006034,0.693126,0.023794,10,HG00257,GBR
0.10416,0.096379,0.012188,0.068288,0.003683,0.016441,0.679446,0.019414,10,NA12341,CEU
0.159393,0.048936,0.003352,0.065214,0.004066,0.012328,0.680671,0.02604,10,HG01702,IBS
0.110689,0.110096,0.009551,0.065672,0.005145,0.006106,0.67077,0.021971,10,NA06986,CEU
0.109855,0.075192,0.010356,0.060885,0.013203,0.00686,0.705898,0.017751,10,NA12716,CEU
0.105829,0.083328,0.009427,0.071321,0.024076,0.009053,0.679257,0.017709,10,NA12155,CEU
0.11268,0.105213,0.018746,0.066423,0.005735,0.004961,0.663115,0.023127,10,NA12749,CEU
0.098771,0.098914,0.013446,0.048598,0.006957,0.006792,0.699407,0.027114,10,NA12814,CEU
0.111586,0.097636,0.017472,0.075775,0.011513,0.004009,0.650147,0.031862,10,HG01334,GBR
0.154901,0.0545,0.014093,0.061665,1.00E-05,0.019062,0.669124,0.026645,10,HG01746,IBS
0.014163,0.145017,0.126792,0.020645,1.00E-05,0.044396,0.366309,0.282668,10,HG03702,PJL
0.101583,0.079277,0.005153,0.073396,0.023914,0.008611,0.677672,0.030394,10,NA11830,CEU
0.106885,0.103143,0.015149,0.063656,1.00E-05,0.00766,0.689064,0.014434,10,NA12342,CEU
0.112329,0.092694,0.01821,0.063354,0.017451,0.005495,0.67112,0.019345,10,HG00259,GBR
0.152727,0.057507,0.002134,0.063132,0.003081,0.008267,0.690037,0.023113,10,HG01700,IBS
0.151362,0.05951,0.015529,0.055751,0.007936,0.024595,0.662057,0.023258,10,HG01536,IBS
0.108823,0.108925,0.003454,0.060015,0.010727,0.00592,0.680894,0.021243,10,NA07051,CEU
0.113803,0.103014,0.017633,0.060473,0.011255,0.005767,0.663363,0.024691,10,HG00140,GBR
0.10555,0.090587,0.007787,0.070405,0.010772,0.008495,0.680437,0.025967,10,NA12399,CEU
0.105789,0.086971,0.01016,0.06827,0.014289,0.007532,0.692202,0.014787,10,NA10851,CEU
0.020318,0.16061,0.13649,0.006156,1.00E-05,0.05306,0.3272,0.296156,10,HG03866,ITU
0.107727,0.073542,0.011815,0.053036,0.019332,0.008005,0.70301,0.023532,10,HG00148,GBR
0.110271,0.095642,0.019188,0.060835,0.011215,0.006801,0.670077,0.025969,10,NA12762,CEU
0.10834,0.094718,0.015299,0.068853,0.01697,0.00723,0.660513,0.028076,10,NA06994,CEU
0.110456,0.101585,0.011823,0.073666,0.004293,0.007016,0.666885,0.024277,10,NA12156,CEU
0.118067,0.095986,0.002985,0.069564,0.019963,0.009751,0.666368,0.017315,10,HG00235,GBR
0.099994,0.083097,0.015165,0.068055,0.002513,0.007514,0.691864,0.031798,10,NA07056,CEU
0.109948,0.094945,0.014571,0.062395,0.010207,0.005083,0.684652,0.018199,10,NA12778,CEU
0.108921,0.087992,0.014574,0.066959,0.017584,0.008079,0.670512,0.025379,10,NA11920,CEU
0.102499,0.081813,0.006057,0.062529,0.009982,0.010317,0.69288,0.033923,10,NA12046,CEU
0.105494,0.088194,0.012645,0.065154,0.009993,0.007449,0.679646,0.031424,10,NA07000,CEU
0.142337,0.049159,0.005404,0.059141,0.011757,0.006317,0.693737,0.032147,10,HG01522,IBS
0.108952,0.092617,0.009903,0.061944,0.011359,0.006679,0.680335,0.028211,10,NA12154,CEU
0.116517,0.06911,1.00E-05,0.063091,0.019551,0.005666,0.699634,0.026421,10,NA12275,CEU
0.113087,0.104434,0.021746,0.065618,4.30E-05,0.007291,0.658668,0.029114,10,NA11893,CEU
0.110009,0.091362,0.016747,0.058147,0.014368,0.008531,0.685675,0.015162,10,NA12340,CEU
0.107091,0.074166,0.010568,0.067475,0.010174,0.00582,0.700697,0.024009,10,HG00146,GBR
0.104847,0.072927,0.012909,0.059128,0.020099,0.010343,0.69458,0.025168,10,NA11931,CEU
0.122298,0.099382,0.018816,0.057729,0.016365,0.005167,0.657616,0.022626,10,HG00133,GBR
0.118915,0.100216,0.006998,0.062438,0.014096,0.005769,0.668122,0.023446,10,NA12400,CEU
0.111604,0.091475,0.013357,0.066967,0.00887,0.006536,0.680062,0.021129,10,NA11894,CEU
0.116792,0.102693,0.008298,0.073895,0.00378,0.007866,0.665648,0.021029,10,NA12489,CEU
0.108625,0.069203,0.013764,0.053601,0.025283,0.008988,0.690188,0.030347,10,HG00145,GBR
0.109123,0.091673,0.008468,0.062775,0.009319,0.007835,0.681191,0.029614,10,HG00245,GBR
0.110943,0.082212,0.017631,0.067165,0.021963,0.005647,0.669524,0.024916,10,NA12006,CEU
0.107244,0.091048,0.02978,0.051429,0.00455,0.006489,0.686092,0.023369,10,NA11919,CEU
0.113604,0.066116,0.006422,0.069079,0.014597,0.007688,0.689923,0.03257,10,NA12750,CEU
0.108601,0.090059,0.007622,0.072656,0.017009,0.006416,0.668866,0.028771,10,HG00151,GBR
0.116342,0.077685,1.00E-05,0.061288,0.018549,0.004579,0.699586,0.021961,10,HG00154,GBR
0.118115,0.095962,0.010689,0.069096,0.016587,0.005884,0.65456,0.029108,10,HG00150,GBR
0.114274,0.08898,0.008625,0.061609,0.016475,0.006891,0.676733,0.026413,10,NA12043,CEU
0.010496,0.151162,0.139828,0.014525,0.001581,0.039659,0.377241,0.265508,10,HG03703,PJL
0.112289,0.099915,1.00E-05,0.064158,0.017101,0.006937,0.676297,0.023293,10,HG00160,GBR
0.120033,0.092559,0.012431,0.060815,0.008993,0.005985,0.678394,0.020788,10,NA11995,CEU
0.109616,0.083975,0.010718,0.068245,0.020184,0.005904,0.668622,0.032737,10,NA11994,CEU
0.118348,0.105796,0.008296,0.072217,1.00E-05,0.009596,0.660278,0.02546,10,NA07037,CEU
0.03067,0.150109,0.145906,0.003074,1.00E-05,0.045099,0.34084,0.284292,10,HG03869,ITU
0.114667,0.089197,0.016237,0.074969,0.01086,0.007134,0.659849,0.027087,10,NA11843,CEU
0.111507,0.089246,0.001892,0.064698,0.002762,0.006592,0.697135,0.026168,10,NA12005,CEU
0.117838,0.094922,0.005054,0.053236,0.012422,0.009393,0.685006,0.022128,10,NA12287,CEU
0.110296,0.093819,0.012276,0.070968,0.003032,0.007593,0.677191,0.024824,10,HG02215,GBR
0.113572,0.098325,0.00699,0.056504,0.005971,0.006163,0.683138,0.029337,10,NA12761,CEU
0.027622,0.151233,0.14026,0.002573,0.002055,0.051728,0.341631,0.2829,10,HG03868,ITU
0.120618,0.081407,0.006914,0.059547,0.016654,0.006737,0.682845,0.025277,10,NA07357,CEU
0.119951,0.094193,0.020645,0.067223,0.00074,0.004081,0.665431,0.027737,10,NA12234,CEU
0.111861,0.079128,0.009183,0.058664,0.014176,0.003921,0.695344,0.027724,10,NA12718,CEU
0.120629,0.101214,0.00384,0.069068,0.005439,0.006472,0.665704,0.027632,10,NA12414,CEU
0.108732,0.095254,0.00365,0.065981,0.00434,0.009551,0.682521,0.029971,10,HG00138,GBR
0.124356,0.086216,0.013117,0.067508,0.006584,0.005669,0.677366,0.019184,10,HG00239,GBR
0.024299,0.150287,0.14359,0.003788,1.00E-05,0.050202,0.340026,0.287798,10,HG03864,ITU
0.109086,0.083803,0.008109,0.047521,0.013266,0.005564,0.693301,0.039349,10,HG00252,GBR
0.115151,0.080266,0.013686,0.069042,0.020777,0.006537,0.668901,0.025641,10,NA12812,CEU
0.027103,0.147393,0.134406,0.007932,0.000847,0.038663,0.383188,0.260468,10,HG03668,PJL
0.116361,0.096295,0.012325,0.059736,0.008251,0.008733,0.667917,0.030382,10,NA12763,CEU
0.122927,0.087507,0.011541,0.068359,0.007829,0.009401,0.675713,0.016722,10,NA11932,CEU
0.114157,0.062907,0.006331,0.065634,0.024617,0.008886,0.679143,0.038324,10,NA12873,CEU
0.124351,0.093078,0.001403,0.063147,0.007015,0.006734,0.677893,0.026378,10,NA11918,CEU
0.118445,0.076389,0.015741,0.057281,0.016787,0.006422,0.686496,0.02244,10,NA11992,CEU
0.111691,0.095716,0.02402,0.057838,1.00E-05,0.006535,0.673355,0.030834,10,NA11930,CEU
0.13093,0.091392,0.003647,0.058826,0.011021,0.009671,0.660512,0.034,10,HG00246,GBR
0.120175,0.091693,0.001506,0.062805,0.013911,0.006199,0.678914,0.024797,10,NA12044,CEU
0.120891,0.096431,0.002932,0.058978,0.01784,0.004923,0.669565,0.028439,10,HG00159,GBR
0.116072,0.103646,0.008549,0.056111,1.00E-05,0.007352,0.680787,0.027473,10,HG00131,GBR
0.125617,0.084356,0.009166,0.052313,0.014589,0.00789,0.689305,0.016765,10,NA07347,CEU
0.117885,0.085779,0.01227,0.067217,0.00356,0.007789,0.682737,0.022764,10,HG00233,GBR
0.039348,0.16836,0.114872,0.014144,0.003251,0.037127,0.365719,0.257179,10,HG03708,PJL
0.135146,0.092638,1.00E-05,0.060073,0.012224,0.00732,0.671578,0.021011,10,HG00142,GBR
0.121957,0.077834,0.014275,0.061511,0.007815,0.007961,0.683319,0.025328,10,NA12829,CEU
0.113122,0.10291,0.005194,0.066413,1.00E-05,0.006036,0.673515,0.0328,10,NA12348,CEU
0.123967,0.093442,1.00E-05,0.075981,0.008822,0.006397,0.662041,0.02934,10,NA06984,CEU
0.110927,0.086788,0.008877,0.058154,6.50E-05,0.008344,0.697099,0.029747,10,NA11892,CEU
0.123705,0.082842,0.010497,0.064655,0.013404,0.007405,0.667483,0.030007,10,NA11933,CEU
0.124734,0.079038,0.006495,0.060785,0.021883,0.012181,0.67134,0.023544,10,NA12273,CEU
0.123077,0.079855,0.008579,0.059179,0.010183,0.006417,0.691186,0.021523,10,HG00143,GBR
0.122656,0.07616,1.00E-05,0.055913,0.030384,0.010576,0.680604,0.023696,10,NA12828,CEU
0.122311,0.085153,0.00833,0.062721,0.002747,0.005984,0.692022,0.020731,10,NA12777,CEU
0.130297,0.095097,0.016699,0.053105,0.002527,0.006383,0.677501,0.018389,10,NA12813,CEU
0.115197,0.102543,1.60E-05,0.068904,1.00E-05,0.005858,0.68047,0.027002,10,NA12776,CEU
0.019256,0.169832,0.135975,0.011129,1.00E-05,0.043202,0.344857,0.27574,10,HG03709,PJL
0.114052,0.079617,0.006483,0.058169,0.023523,0.007323,0.675416,0.035418,10,NA11881,CEU
0.125177,0.09279,0.003276,0.059339,1.00E-05,0.008152,0.679078,0.032177,10,NA12045,CEU
0.124534,0.075949,0.020975,0.056997,0.009376,0.010179,0.678561,0.023429,10,NA11832,CEU
0.030817,0.164622,0.140552,0.001605,1.00E-05,0.037022,0.376332,0.249042,10,HG02658,PJL
0.120212,0.101252,0.003412,0.055597,1.00E-05,0.007956,0.680926,0.030636,10,NA12717,CEU
0.037656,0.17082,0.133718,0.009356,1.00E-05,0.034969,0.366926,0.246544,10,HG02657,PJL
0.030511,0.165192,0.128134,0.008122,0.001271,0.034749,0.379895,0.252126,10,HG03888,STU
0.130832,0.097901,0.001973,0.061477,0.003929,0.006928,0.67943,0.01753,10,HG00263,GBR
0.114387,0.082195,0.006816,0.062705,0.007039,0.009794,0.684928,0.032137,10,NA07048,CEU
0.128074,0.080456,0.01434,0.065342,0.000569,0.007113,0.678548,0.025557,10,NA12004,CEU
0.127524,0.083147,0.003391,0.063646,0.009817,0.005483,0.677343,0.029648,10,HG00237,GBR
0.126888,0.100927,0.003948,0.0691,0.001047,0.003726,0.66266,0.031704,10,NA12748,CEU
0.128517,0.077192,0.015598,0.057017,0.01109,0.009708,0.679241,0.021637,10,NA12272,CEU
0.033723,0.16101,0.130936,0.010133,1.00E-05,0.039439,0.375938,0.248811,10,HG03746,STU
0.111271,0.078409,0.011356,0.044729,0.022276,0.006153,0.69787,0.027935,10,HG00132,GBR
0.121755,0.082251,0.001332,0.059246,0.016506,0.005091,0.680367,0.033452,10,HG00238,GBR
0.131807,0.09421,0.00015,0.054675,0.006121,0.009871,0.68331,0.019855,10,HG00130,GBR
0.139006,0.066617,0.007109,0.051262,0.024837,0.009224,0.674262,0.027683,10,NA12413,CEU
0.110593,0.079505,0.020976,0.069547,0.001143,0.007079,0.672912,0.038244,10,NA12286,CEU
0.11632,0.073851,0.015449,0.066783,0.008516,0.00989,0.675345,0.033846,10,NA12760,CEU
0.019228,0.154286,0.138846,0.011712,0.003982,0.041593,0.376782,0.253571,10,HG03713,ITU
0.131597,0.081816,0.003456,0.057275,0.016426,0.00778,0.674149,0.0275,10,NA12383,CEU
0.129513,0.090992,0.015796,0.063353,0.012077,0.009609,0.653189,0.025472,10,NA12546,CEU
0.121628,0.077237,0.005985,0.063374,0.015768,0.010008,0.678285,0.027715,10,HG00261,GBR
0.119712,0.077927,0.004352,0.071703,0.022827,0.008502,0.677807,0.01717,10,HG00149,GBR
0.134967,0.071544,1.00E-05,0.060236,0.015751,0.008834,0.676652,0.032006,10,NA11831,CEU
0.124508,0.08747,0.008245,0.06995,0.004697,0.006808,0.671113,0.02721,10,HG00258,GBR
0.11933,0.098189,0.003117,0.049409,0.008465,0.008623,0.692631,0.020237,10,HG00232,GBR
0.02364,0.154543,0.126971,0.019002,0.003922,0.047399,0.37284,0.251683,10,HG02601,PJL
0.011875,0.165121,0.138092,0.017554,1.00E-05,0.038351,0.396289,0.232707,10,HG03488,PJL
0.040356,0.188348,0.115992,0.012257,1.00E-05,0.030005,0.402087,0.210945,10,HG02736,PJL
0.037141,0.187845,0.141787,0.0098,1.00E-05,0.030291,0.413085,0.180041,10,HG02649,PJL
0.137429,0.082245,0.003257,0.057557,0.005418,0.010778,0.676884,0.026431,10,NA12282,CEU
0.029725,0.178,0.146066,0.005065,0.001778,0.032107,0.395353,0.211905,10,HG03490,PJL
0.120984,0.093135,0.015186,0.049382,0.010947,0.008835,0.674942,0.026589,10,HG00254,GBR
0.025986,0.156403,0.134351,0.009286,1.00E-05,0.050106,0.342119,0.28174,10,HG03711,STU
0.032713,0.151839,0.135718,0.014364,0.00498,0.040636,0.373271,0.246479,10,HG03714,ITU
0.112786,0.084636,0.009576,0.057182,0.019144,0.006817,0.681297,0.028561,10,HG00251,GBR
0.118778,0.094451,0.021494,0.059056,0.002605,0.005918,0.6736,0.024098,10,HG01791,GBR
0.029695,0.172873,0.137258,0.022081,1.00E-05,0.041406,0.344612,0.252064,10,HG04060,ITU
0.017756,0.14872,0.128273,0.011252,0.004229,0.044008,0.395722,0.25004,10,HG03875,ITU
0.115346,0.077306,0.009514,0.0644,0.019365,0.006635,0.68342,0.024015,10,HG00256,GBR
0.040357,0.17283,0.125384,0.014281,1.00E-05,0.033411,0.382968,0.230759,10,HG03636,PJL
0.119638,0.091713,0.016311,0.05882,0.016233,0.005445,0.662892,0.028949,10,HG01790,GBR
0.037323,0.148035,0.131457,0.013228,1.00E-05,0.048762,0.33828,0.282905,10,HG03788,ITU
0.132821,0.084707,0.024015,0.048888,0.013889,0.009155,0.658912,0.027614,10,NA12144,CEU
0.117481,0.100076,1.00E-05,0.065451,0.005926,0.008724,0.67978,0.022553,10,HG01789,GBR
0.120454,0.088547,0.007347,0.061546,0.009727,0.008983,0.675912,0.027483,10,HG00129,GBR
0.032337,0.157999,0.141415,0.009731,0.009014,0.043466,0.368288,0.237751,10,HG03716,ITU
0.112101,0.097424,0.002506,0.05728,0.010263,0.006317,0.69415,0.019959,10,HG00265,GBR
0.119699,0.087374,0.01541,0.066035,0.009929,0.007178,0.673011,0.021364,10,HG00250,GBR
0.137413,0.083473,0.00288,0.050773,0.018694,0.011894,0.662502,0.032371,10,NA12283,CEU
0.029982,0.146883,0.130695,0.005856,0.000564,0.051469,0.358993,0.275559,10,HG04198,ITU
0.03908,0.154291,0.1302,0.011129,0.002695,0.041752,0.338967,0.281886,10,HG04020,ITU
0.116098,0.094818,0.014887,0.058442,0.002734,0.011219,0.681708,0.020093,10,HG00236,GBR
0.023517,0.148573,0.129771,0.004796,1.00E-05,0.049616,0.36163,0.282088,10,HG04225,ITU
0.045723,0.15958,0.12548,0.013246,0.00712,0.041463,0.345043,0.262346,10,HG03022,PJL
0.026719,0.158389,0.126916,0.00887,1.00E-05,0.051537,0.353638,0.27392,10,HG03491,PJL
0.028328,0.146571,0.134387,0.013692,1.00E-05,0.044862,0.350121,0.28203,10,HG02780,PJL
0.02694,0.148839,0.130419,0.011035,0.012615,0.040296,0.3693,0.260556,10,HG04003,STU
0.025418,0.155105,0.146488,0.009573,1.00E-05,0.047569,0.343254,0.272582,10,HG03862,ITU
0.113323,0.09045,0.022564,0.043933,0.019496,0.006817,0.677172,0.026244,10,NA12830,CEU
0.109933,0.100664,0.011484,0.055695,0.003753,0.011435,0.683302,0.023734,10,NA12874,CEU
0.115978,0.111715,0.005206,0.057013,0.002814,0.0064,0.682831,0.018041,10,HG00244,GBR
0.026028,0.164522,0.135266,0.001439,0.007342,0.049992,0.319895,0.295515,10,HG04099,STU
0.108641,0.095735,0.02467,0.04865,0.00709,0.009016,0.681048,0.025149,10,NA12889,CEU
0.023754,0.154098,0.135021,0.005108,0.00068,0.05107,0.352631,0.277638,10,HG03782,ITU
0.118638,0.08211,0.023245,0.068833,0.01552,0.008794,0.660561,0.022299,10,HG00255,GBR
0.025492,0.163478,0.146636,1.00E-05,1.00E-05,0.050275,0.344773,0.269325,10,HG04212,ITU
0.033519,0.14977,0.130638,0.013574,1.00E-05,0.040346,0.369103,0.26304,10,HG03789,ITU
0.027993,0.168514,0.127823,0.018105,1.00E-05,0.041892,0.352119,0.263544,10,HG02600,PJL
0.034754,0.179044,0.14558,0.016106,0.007951,0.030752,0.405375,0.180438,10,HG03619,PJL
0.017686,0.147843,0.138458,0.020103,1.00E-05,0.042482,0.376222,0.257196,10,HG03653,PJL
0.034177,0.143935,0.131078,0.014489,1.00E-05,0.047389,0.361216,0.267706,10,HG03652,PJL
0.030653,0.145771,0.131262,0.007617,0.002553,0.04875,0.34652,0.286874,10,HG03967,ITU
0.032259,0.152632,0.130524,0.018581,1.00E-05,0.052532,0.333482,0.27998,10,HG02687,PJL
0.029626,0.158073,0.140605,0.018808,1.00E-05,0.037236,0.382757,0.232886,10,HG02491,PJL
0.025195,0.161428,0.135018,0.010228,0.005287,0.033914,0.39946,0.22947,10,HG02660,PJL
0.104007,0.09198,0.011033,0.066758,1.00E-05,0.005181,0.692053,0.028978,10,HG00155,GBR
0.106826,0.090738,0.011972,0.076935,0.005983,0.008818,0.673551,0.025177,10,HG00157,GBR
0.025677,0.149198,0.143126,0.010471,1.00E-05,0.051773,0.333374,0.286372,10,HG03745,STU
0.03965,0.155513,0.107073,0.023001,0.002338,0.035509,0.388601,0.248315,10,HG02696,PJL
0.112544,0.096097,0.002425,0.072141,0.026863,0.008031,0.652586,0.029313,10,NA12890,CEU
0.101894,0.087079,0.017884,0.061977,0.003497,0.0096,0.698048,0.020022,10,NA12878,CEU
0.025238,0.164936,0.152212,0.012227,1.00E-05,0.045106,0.318939,0.281332,10,HG03672,STU
0.032255,0.153294,0.129456,0.017812,1.00E-05,0.043721,0.367759,0.255693,10,HG03649,PJL
0.031211,0.170694,0.132029,0.014624,1.00E-05,0.036944,0.394086,0.220402,10,HG03765,PJL
0.03752,0.164014,0.134505,0.003524,1.00E-05,0.048767,0.331325,0.280336,10,HG04059,ITU
0.038167,0.162201,0.120441,0.012952,1.00E-05,0.038471,0.389727,0.23803,10,HG02661,PJL
0.0216,0.14754,0.128462,0.018488,1.00E-05,0.048698,0.340722,0.29448,10,HG02775,PJL
0.125231,0.112658,0.008084,0.062701,0.004453,0.006429,0.664179,0.016265,10,HG00253,GBR
0.100692,0.083635,0.00746,0.065381,0.013214,0.007241,0.698858,0.023518,10,HG00137,GBR
0.029424,0.161446,0.142724,0.009284,0.004811,0.052048,0.305884,0.294379,10,HG03673,STU
0.027278,0.146846,0.144992,0.001242,0.000266,0.05297,0.35774,0.268667,10,HG04200,ITU
0.103621,0.093784,0.008197,0.06505,0.010194,0.00519,0.683856,0.030108,10,NA12843,CEU
0.029051,0.147987,0.141216,0.013295,1.00E-05,0.045548,0.344847,0.278046,10,HG03897,STU
0.028685,0.158484,0.15868,0.001383,1.00E-05,0.047501,0.312299,0.292959,10,HG04093,ITU
0.032845,0.144109,0.135586,0.012579,0.003926,0.05131,0.331625,0.28802,10,HG04098,ITU
0.027698,0.168748,0.139109,0.020868,1.00E-05,0.038373,0.386136,0.219057,10,HG01589,PJL
0.159233,0.058583,0.014033,0.052707,1.00E-05,0.0133,0.669348,0.032785,10,HG02224,IBS
0.023295,0.14665,0.133996,0.013055,1.00E-05,0.047062,0.334757,0.301176,10,HG02728,PJL
0.104492,0.103578,0.026641,0.051756,0.005105,0.005744,0.673647,0.029036,10,HG00231,GBR
0.031893,0.147515,0.120375,0.012618,1.00E-05,0.048446,0.349645,0.289499,10,HG02778,PJL
0.025047,0.171242,0.135521,0.014451,0.001356,0.032735,0.402368,0.21728,10,HG02651,PJL
0.02931,0.142968,0.140737,0.009889,1.00E-05,0.054252,0.331178,0.291657,10,HG03850,STU
0.034156,0.14419,0.126431,0.006709,1.00E-05,0.041689,0.371796,0.275018,10,HG02685,PJL
0.02643,0.141626,0.143431,0.006656,1.00E-05,0.050699,0.345178,0.285971,10,HG04019,ITU
0.023877,0.139937,0.14141,0.011834,1.00E-05,0.050226,0.353201,0.279505,10,HG03738,STU
0.031746,0.146272,0.140418,0.01334,1.00E-05,0.048022,0.328033,0.292159,10,HG03775,ITU
0.033829,0.145356,0.13553,0.005954,1.00E-05,0.050816,0.333197,0.295307,10,HG03900,STU
0.015142,0.143195,0.127131,0.019832,1.00E-05,0.046457,0.360964,0.287269,10,HG02783,PJL
0.099784,0.089042,0.016295,0.060825,0.016053,0.010181,0.672841,0.034978,10,NA12872,CEU
0.023595,0.146645,0.147845,0.008056,1.00E-05,0.048565,0.342127,0.283156,10,HG03731,ITU
0.019954,0.156713,0.143756,0.005449,1.00E-05,0.050619,0.320952,0.302547,10,HG04025,ITU
0.027184,0.15095,0.143587,0.007595,0.014992,0.041616,0.352174,0.261903,10,HG04080,ITU
0.105839,0.104209,0.016499,0.075028,0.002144,0.005315,0.674906,0.016059,10,NA12842,CEU
0.043029,0.181273,0.150785,0.008015,0.00074,0.029595,0.404402,0.182162,10,HG03625,PJL
0.039542,0.143501,0.118763,0.018652,1.00E-05,0.046525,0.351891,0.281116,10,HG03228,PJL
0.01889,0.144956,0.120814,0.01473,1.00E-05,0.047995,0.360176,0.292429,10,HG02789,PJL
0.015444,0.15591,0.141179,0.015047,1.00E-05,0.046951,0.319986,0.305473,10,HG03857,STU
0.022616,0.162341,0.148822,0.018096,0.003801,0.045958,0.317946,0.280421,10,HG02784,PJL
0.030347,0.143635,0.143618,0.007326,0.006525,0.050897,0.331232,0.28642,10,HG04219,ITU
0.023202,0.141777,0.140768,0.01712,0.005096,0.049207,0.328542,0.294289,10,HG03887,STU
0.025061,0.141483,0.139349,0.008661,0.005596,0.054228,0.329779,0.295844,10,HG03687,STU
0.102974,0.102,0.009448,0.07112,0.012753,0.003845,0.670407,0.027452,10,HG00136,GBR
0.015662,0.152106,0.152677,0.018275,0.009492,0.052015,0.330214,0.269559,10,HG03971,ITU
0.025867,0.150908,0.134837,0.003888,0.002127,0.048266,0.332312,0.301796,10,HG04239,ITU
0.031238,0.142077,0.144368,0.007302,1.00E-05,0.048181,0.331211,0.295612,10,HG04118,ITU
0.03775,0.143467,0.135357,0.009955,1.00E-05,0.043202,0.333694,0.296566,10,HG03760,STU
0.014825,0.15018,0.148006,0.011198,1.00E-05,0.052962,0.334982,0.287836,10,HG03955,STU
0.018061,0.139685,0.129805,0.016417,0.003863,0.038919,0.365082,0.288167,10,HG02688,PJL
0.04775,0.143146,0.12357,0.008808,0.003326,0.0473,0.361508,0.264593,10,HG02774,PJL
0.021478,0.135106,0.137449,0.011371,0.002135,0.046633,0.355714,0.290114,10,HG03781,ITU
0.035698,0.148025,0.136174,1.30E-05,1.00E-05,0.048117,0.336997,0.294966,10,HG03953,STU
0.023404,0.140929,0.13231,0.014729,0.000683,0.05374,0.332764,0.301441,10,HG03999,STU
0.023806,0.146895,0.138257,0.014143,1.00E-05,0.04714,0.328228,0.301521,10,HG03695,STU
0.023198,0.145479,0.127771,0.01448,0.00644,0.052916,0.330362,0.299353,10,HG03976,ITU
0.031927,0.145295,0.143628,0.005353,1.00E-05,0.046173,0.33058,0.297033,10,HG03680,STU
0.020928,0.146621,0.144922,0.006486,1.00E-05,0.053675,0.347355,0.280003,10,HG03974,ITU
